pid,text_cluster_label,text_cl_mean_pop_train,text_cl_median_pop_train,text_cl_std_pop_train,text_cl_valid_pop_count_train,text_cl_total_items_train,visual_cluster_label,vis_cl_mean_pop_train,vis_cl_median_pop_train,vis_cl_std_pop_train,vis_cl_valid_pop_count_train,vis_cl_total_items_train,user_cluster_label,user_cl_mean_pop_train,user_cl_median_pop_train,user_cl_std_pop_train,user_cl_valid_pop_count_train,user_cl_total_items_train,audio_cluster_label,audio_cl_mean_pop_train,audio_cl_median_pop_train,audio_cl_std_pop_train,audio_cl_valid_pop_count_train,audio_cl_total_items_train
POST00000612,204,8.5733,9.1250,3.0538,12,12,86,9.2875,9.7900,2.6469,24,24,0,10.5390,10.9900,2.0203,63,63,228,10.4514,10.6400,2.3824,7,7
POST00002700,204,8.5733,9.1250,3.0538,12,12,86,9.2875,9.7900,2.6469,24,24,37,7.9380,8.0250,2.8431,208,208,61,7.4810,7.9850,4.0187,10,10
POST00001289,266,8.1114,8.2000,2.7243,7,7,249,8.3829,8.1100,2.0605,21,21,158,7.9362,8.0950,2.6864,42,42,44,6.8420,8.1100,4.4173,5,5
POST00002640,227,8.4856,8.5450,2.8417,36,36,208,7.5066,7.9400,3.2007,29,29,171,8.0868,8.1050,2.9729,22,22,229,9.3219,10.4600,2.8949,16,16
POST00001784,86,8.2364,9.2800,2.9266,11,11,7,9.2722,9.7100,2.4864,27,27,240,7.4738,7.4900,2.9720,177,177,70,8.8468,9.7000,3.0527,28,28
POST00000071,71,9.2471,9.8900,2.9174,17,17,86,9.2875,9.7900,2.6469,24,24,80,7.7191,7.9000,2.7339,92,92,109,8.5409,8.3300,2.9388,11,11
POST00000392,190,9.3779,9.7500,2.5463,19,19,8,9.4210,9.6650,2.6752,42,42,240,7.4738,7.4900,2.9720,177,177,87,6.6512,6.0800,2.4001,17,17
POST00002559,71,9.2471,9.8900,2.9174,17,17,86,9.2875,9.7900,2.6469,24,24,270,10.6950,10.6700,1.4369,10,10,173,7.3360,7.2400,3.2180,42,42
POST00000616,210,8.3840,9.0400,3.5617,15,15,8,9.4210,9.6650,2.6752,42,42,37,7.9380,8.0250,2.8431,208,208,7,9.4667,10.4000,3.5064,9,9
POST00001752,210,8.3840,9.0400,3.5617,15,15,8,9.4210,9.6650,2.6752,42,42,30,10.7155,10.9000,1.4748,33,33,89,8.0492,8.6700,3.2404,25,25
POST00000968,210,8.3840,9.0400,3.5617,15,15,8,9.4210,9.6650,2.6752,42,42,240,7.4738,7.4900,2.9720,177,177,53,8.8925,9.5300,2.7960,8,8
POST00000743,86,8.2364,9.2800,2.9266,11,11,86,9.2875,9.7900,2.6469,24,24,37,7.9380,8.0250,2.8431,208,208,291,8.9311,8.7900,1.8319,9,9
POST00002390,99,9.0721,9.4200,2.1856,24,24,99,8.0739,8.3250,2.7396,38,38,114,9.0331,9.8000,2.2016,16,16,206,8.0260,8.2850,2.4078,20,20
POST00001908,210,8.3840,9.0400,3.5617,15,15,8,9.4210,9.6650,2.6752,42,42,30,10.7155,10.9000,1.4748,33,33,126,8.7757,9.2300,2.8002,23,23
POST00002044,210,8.3840,9.0400,3.5617,15,15,7,9.2722,9.7100,2.4864,27,27,275,7.4142,7.4800,2.8610,59,59,266,8.7018,9.0350,2.4003,22,22
POST00002468,210,8.3840,9.0400,3.5617,15,15,8,9.4210,9.6650,2.6752,42,42,30,10.7155,10.9000,1.4748,33,33,126,8.7757,9.2300,2.8002,23,23
POST00001195,210,8.3840,9.0400,3.5617,15,15,8,9.4210,9.6650,2.6752,42,42,292,8.1544,8.0950,2.6865,126,126,132,7.8786,8.3000,2.5083,14,14
POST00000595,210,8.3840,9.0400,3.5617,15,15,8,9.4210,9.6650,2.6752,42,42,37,7.9380,8.0250,2.8431,208,208,61,7.4810,7.9850,4.0187,10,10
POST00000723,210,8.3840,9.0400,3.5617,15,15,8,9.4210,9.6650,2.6752,42,42,173,7.0037,7.2500,3.2126,551,551,153,6.1259,5.8300,2.4435,17,17
POST00002272,86,8.2364,9.2800,2.9266,11,11,99,8.0739,8.3250,2.7396,38,38,0,10.5390,10.9900,2.0203,63,63,115,8.5252,8.8500,2.1127,31,31
POST00003949,210,8.3840,9.0400,3.5617,15,15,4,9.6054,9.6800,2.4206,28,28,80,7.7191,7.9000,2.7339,92,92,10,7.4537,8.0750,2.8722,30,30
POST00002870,216,8.4211,8.7900,1.7647,9,9,8,9.4210,9.6650,2.6752,42,42,292,8.1544,8.0950,2.6865,126,126,33,8.2108,8.1300,2.9671,13,13
POST00001898,210,8.3840,9.0400,3.5617,15,15,4,9.6054,9.6800,2.4206,28,28,30,10.7155,10.9000,1.4748,33,33,245,7.3700,7.4300,2.9077,7,7
POST00001658,210,8.3840,9.0400,3.5617,15,15,8,9.4210,9.6650,2.6752,42,42,22,8.9594,9.5200,2.6105,68,68,189,7.1808,7.3100,2.7269,12,12
POST00002959,99,9.0721,9.4200,2.1856,24,24,8,9.4210,9.6650,2.6752,42,42,292,8.1544,8.0950,2.6865,126,126,287,8.4527,8.9350,3.0695,22,22
POST00002543,216,8.4211,8.7900,1.7647,9,9,8,9.4210,9.6650,2.6752,42,42,292,8.1544,8.0950,2.6865,126,126,271,9.5840,9.9200,1.6486,15,15
POST00001716,118,8.4247,9.2400,3.4733,15,15,187,7.3889,7.1300,3.0926,19,19,91,8.6459,9.0900,2.4463,22,22,197,8.2164,8.3200,3.9729,11,11
POST00000290,37,8.3614,9.2200,2.9014,7,7,4,9.6054,9.6800,2.4206,28,28,173,7.0037,7.2500,3.2126,551,551,54,9.2084,8.8000,2.2208,19,19
POST00001627,99,9.0721,9.4200,2.1856,24,24,233,7.1621,6.4750,3.1829,42,42,95,10.2050,10.4050,2.1752,4,4,162,9.2767,9.9600,2.0421,12,12
POST00000554,118,8.4247,9.2400,3.4733,15,15,7,9.2722,9.7100,2.4864,27,27,41,9.8862,10.2100,2.2754,21,21,142,9.2989,10.1800,3.1808,9,9
POST00003153,171,9.0780,9.7100,2.5888,20,20,134,9.3180,10.7200,3.6560,15,15,21,7.9446,8.0800,2.2530,35,35,216,9.3100,10.2000,3.8447,5,5
POST00000919,118,8.4247,9.2400,3.4733,15,15,187,7.3889,7.1300,3.0926,19,19,173,7.0037,7.2500,3.2126,551,551,123,9.3179,10.0200,2.7701,28,28
POST00002043,196,9.4686,10.6800,3.6130,7,7,10,7.9909,8.8000,3.1637,23,23,32,8.5188,8.8200,2.2161,51,51,274,10.6720,10.8800,1.9745,5,5
POST00003468,207,10.4621,11.0500,2.2920,14,14,121,7.5718,7.7000,3.7782,11,11,195,11.6000,11.6000,1.3859,2,2,215,9.8180,10.2600,2.6965,10,10
POST00000282,20,8.4033,8.6100,2.7123,18,18,177,7.6550,8.0800,2.5260,26,26,70,7.8922,8.4500,2.7427,73,73,251,8.9413,9.4200,3.0094,8,8
POST00001018,112,7.9954,9.0750,3.0968,24,24,101,6.4469,5.8500,2.4393,35,35,152,7.9479,7.9550,2.2186,66,66,190,9.9114,9.7100,1.5191,7,7
POST00000568,74,7.6850,6.6300,3.3808,4,4,99,8.0739,8.3250,2.7396,38,38,173,7.0037,7.2500,3.2126,551,551,139,9.9721,9.6750,2.4116,14,14
POST00002970,189,7.4623,7.7800,2.9096,13,13,11,8.8628,9.4300,2.5187,29,29,50,7.9657,9.7300,3.4159,7,7,10,7.4537,8.0750,2.8722,30,30
POST00003715,189,7.4623,7.7800,2.9096,13,13,11,8.8628,9.4300,2.5187,29,29,205,7.6188,7.4800,2.3358,17,17,177,8.1684,8.4300,2.7681,19,19
POST00003732,13,9.8289,10.1200,2.5959,19,19,11,8.8628,9.4300,2.5187,29,29,175,8.0062,8.3400,2.9708,73,73,214,7.4340,8.2050,3.1717,10,10
POST00002270,189,7.4623,7.7800,2.9096,13,13,149,6.4407,6.1100,2.3464,14,14,69,8.9951,9.5900,2.6396,59,59,264,8.7885,9.1100,2.2452,20,20
POST00001501,189,7.4623,7.7800,2.9096,13,13,11,8.8628,9.4300,2.5187,29,29,173,7.0037,7.2500,3.2126,551,551,119,8.5646,8.4100,2.3462,13,13
POST00003108,26,9.0627,10.3200,2.7648,11,11,278,7.7525,7.8350,2.8181,20,20,158,7.9362,8.0950,2.6864,42,42,162,9.2767,9.9600,2.0421,12,12
POST00000209,189,7.4623,7.7800,2.9096,13,13,114,8.5113,8.4500,2.2842,23,23,37,7.9380,8.0250,2.8431,208,208,126,8.7757,9.2300,2.8002,23,23
POST00000553,189,7.4623,7.7800,2.9096,13,13,11,8.8628,9.4300,2.5187,29,29,69,8.9951,9.5900,2.6396,59,59,111,7.9978,8.1000,2.6596,18,18
POST00001277,77,7.6015,7.9400,2.5432,13,13,208,7.5066,7.9400,3.2007,29,29,268,10.2160,10.0900,1.8416,15,15,10,7.4537,8.0750,2.8722,30,30
POST00002023,170,8.5110,8.8500,2.7115,20,20,103,8.5706,10.3400,3.1686,36,36,155,10.0731,10.2800,1.9949,49,49,137,8.8127,10.0400,3.4045,15,15
POST00003232,206,7.8857,8.0800,2.5223,23,23,155,7.4900,7.2350,2.3649,34,34,212,7.0279,7.6500,2.8146,47,47,138,8.0576,8.0600,2.8612,25,25
POST00002103,206,7.8857,8.0800,2.5223,23,23,233,7.1621,6.4750,3.1829,42,42,85,8.8757,8.6200,1.7894,7,7,151,9.3718,10.0100,2.3917,40,40
POST00003755,147,8.6213,10.1000,3.3838,23,23,127,8.2375,8.2100,2.8806,16,16,188,9.0603,8.9150,2.3577,34,34,268,10.5560,10.1300,2.2779,5,5
POST00000306,194,7.6943,7.9700,1.5788,7,7,99,8.0739,8.3250,2.7396,38,38,53,7.1493,6.6300,3.0212,56,56,279,7.5788,7.5600,2.5674,17,17
POST00000184,277,7.4513,8.1800,3.3937,15,15,177,7.6550,8.0800,2.5260,26,26,289,7.7822,8.3000,2.2947,27,27,112,7.9638,8.2300,2.8802,29,29
POST00003046,77,7.6015,7.9400,2.5432,13,13,105,7.5819,7.7950,2.7212,16,16,37,7.9380,8.0250,2.8431,208,208,169,8.4896,8.7050,2.4051,24,24
POST00003476,200,8.9670,9.6700,2.4504,30,30,20,8.2731,8.3600,3.2995,26,26,257,9.9573,10.2600,2.2555,22,22,113,8.2536,8.0400,2.9277,11,11
POST00002162,57,9.3670,9.2300,2.2881,10,10,23,9.8413,10.1400,1.3929,16,16,87,11.5044,11.9450,1.4519,16,16,80,7.7870,8.1750,2.4367,20,20
POST00000413,121,7.1932,8.0650,2.9982,22,22,135,6.8500,6.3000,1.8497,5,5,248,9.5573,9.3000,1.3521,11,11,8,9.3393,9.7100,3.0221,15,15
POST00001354,191,8.1500,7.7350,2.2920,14,14,128,9.4267,9.7150,1.6621,6,6,37,7.9380,8.0250,2.8431,208,208,18,8.6440,8.2300,2.0856,5,5
POST00000082,157,9.3033,10.5650,3.1891,12,12,128,9.4267,9.7150,1.6621,6,6,173,7.0037,7.2500,3.2126,551,551,292,8.6620,8.6900,2.2645,5,5
POST00003305,75,8.2029,9.1150,2.2949,14,14,128,9.4267,9.7150,1.6621,6,6,275,7.4142,7.4800,2.8610,59,59,211,6.4920,5.6700,3.2979,10,10
POST00000991,156,8.5891,9.2900,2.6729,22,22,233,7.1621,6.4750,3.1829,42,42,154,10.2625,10.7200,1.6938,8,8,17,8.9421,9.1200,2.0841,28,28
POST00001388,80,7.1184,7.1200,2.6261,25,25,157,8.5102,9.4100,3.1381,41,41,0,10.5390,10.9900,2.0203,63,63,24,9.5000,9.5200,2.0001,3,3
POST00001470,62,6.5255,5.6900,2.8196,11,11,110,8.7781,10.0150,3.3102,26,26,154,10.2625,10.7200,1.6938,8,8,173,7.3360,7.2400,3.2180,42,42
POST00001185,262,8.5438,8.8200,2.6528,24,24,195,9.7329,10.4100,2.0213,17,17,91,8.6459,9.0900,2.4463,22,22,22,7.7262,7.4700,2.5040,47,47
POST00002937,29,8.9505,9.5800,2.9637,20,20,72,10.3853,10.8700,1.6532,15,15,173,7.0037,7.2500,3.2126,551,551,261,8.2060,7.3300,2.0934,5,5
POST00002142,18,8.9796,9.7500,2.2655,23,23,157,8.5102,9.4100,3.1381,41,41,173,7.0037,7.2500,3.2126,551,551,275,8.6376,9.2500,2.9849,29,29
POST00003238,171,9.0780,9.7100,2.5888,20,20,77,9.4977,9.4600,1.2971,13,13,154,10.2625,10.7200,1.6938,8,8,17,8.9421,9.1200,2.0841,28,28
POST00003382,44,8.3739,8.9600,3.2887,23,23,228,8.1888,8.3250,2.0020,32,32,154,10.2625,10.7200,1.6938,8,8,13,7.8318,7.1750,3.3037,34,34
POST00003257,90,7.2000,6.8200,2.9774,13,13,131,7.5036,7.8800,3.2392,28,28,95,10.2050,10.4050,2.1752,4,4,107,8.3921,8.7800,3.0755,19,19
POST00003267,119,9.5870,10.5400,3.2593,23,23,77,9.4977,9.4600,1.2971,13,13,154,10.2625,10.7200,1.6938,8,8,187,9.9500,9.8350,1.3289,10,10
POST00002098,226,7.4710,7.0850,3.2894,10,10,233,7.1621,6.4750,3.1829,42,42,154,10.2625,10.7200,1.6938,8,8,103,8.5798,8.9800,2.4394,44,44
POST00000485,191,8.1500,7.7350,2.2920,14,14,168,7.1117,7.4750,2.2705,12,12,173,7.0037,7.2500,3.2126,551,551,283,8.7008,8.7850,2.6419,26,26
POST00003105,206,7.8857,8.0800,2.5223,23,23,110,8.7781,10.0150,3.3102,26,26,291,9.1751,9.5700,2.3178,71,71,80,7.7870,8.1750,2.4367,20,20
POST00003027,145,7.7004,7.6150,2.6996,26,26,292,10.2233,10.4200,1.1082,3,3,71,8.6500,7.8400,1.5347,3,3,191,8.5394,8.9000,3.1352,35,35
POST00000700,2,8.1923,8.6000,2.6683,13,13,148,8.8535,9.5900,2.5185,23,23,56,8.4489,8.6000,2.4696,9,9,257,8.0114,8.6000,3.0252,35,35
POST00002423,2,8.1923,8.6000,2.6683,13,13,83,6.1043,6.0500,3.0698,7,7,199,7.9763,7.8400,2.2405,46,46,289,8.8200,9.6000,3.0584,19,19
POST00003021,278,7.7786,8.8250,3.2377,14,14,275,7.1335,7.3700,2.8158,23,23,106,5.9542,4.9200,3.1630,31,31,221,9.8296,10.4850,2.4401,24,24
POST00003614,174,6.7263,7.1800,3.1053,16,16,70,9.2457,9.9000,2.5642,40,40,173,7.0037,7.2500,3.2126,551,551,200,6.9729,6.1300,3.1265,21,21
POST00003916,184,9.6974,10.2000,2.6773,23,23,37,8.9855,8.7000,2.3520,11,11,37,7.9380,8.0250,2.8431,208,208,233,9.5062,9.4900,2.4578,8,8
POST00001611,174,6.7263,7.1800,3.1053,16,16,70,9.2457,9.9000,2.5642,40,40,145,9.4965,8.9800,2.1037,23,23,187,9.9500,9.8350,1.3289,10,10
POST00001777,267,6.6921,6.3250,1.7238,14,14,114,8.5113,8.4500,2.2842,23,23,37,7.9380,8.0250,2.8431,208,208,291,8.9311,8.7900,1.8319,9,9
POST00003907,278,7.7786,8.8250,3.2377,14,14,35,8.0510,8.9000,3.3146,31,31,217,7.6890,8.2900,3.5555,10,10,299,8.1971,9.9000,2.9224,24,24
POST00002784,292,6.7646,6.5100,3.1597,13,13,177,7.6550,8.0800,2.5260,26,26,195,11.6000,11.6000,1.3859,2,2,25,8.4212,9.1600,2.7068,33,33
POST00001206,76,7.8833,7.5100,3.0492,9,9,35,8.0510,8.9000,3.3146,31,31,173,7.0037,7.2500,3.2126,551,551,27,8.1646,8.7200,3.3648,24,24
POST00001618,79,8.8473,10.4450,3.4931,22,22,87,5.0900,4.7300,2.6625,4,4,53,7.1493,6.6300,3.0212,56,56,191,8.5394,8.9000,3.1352,35,35
POST00000100,32,9.0006,9.0500,2.9079,31,31,48,7.3611,8.1150,3.5259,36,36,173,7.0037,7.2500,3.2126,551,551,141,8.5870,9.1550,3.6074,10,10
POST00000962,214,5.4975,5.7800,2.4381,12,12,229,7.5500,8.1400,3.4127,15,15,7,6.9813,6.6600,2.6346,15,15,257,8.0114,8.6000,3.0252,35,35
POST00000613,286,8.9032,9.9300,3.0447,28,28,87,5.0900,4.7300,2.6625,4,4,53,7.1493,6.6300,3.0212,56,56,243,8.2475,7.9600,2.6924,16,16
POST00001241,75,8.2029,9.1150,2.2949,14,14,43,8.7005,9.8600,2.5215,21,21,37,7.9380,8.0250,2.8431,208,208,157,9.2344,10.2100,2.4095,16,16
POST00001026,3,7.6155,8.1550,3.0895,20,20,43,8.7005,9.8600,2.5215,21,21,135,6.7740,6.9300,2.4607,117,117,266,8.7018,9.0350,2.4003,22,22
POST00001294,3,7.6155,8.1550,3.0895,20,20,43,8.7005,9.8600,2.5215,21,21,94,7.1150,7.1150,0.9546,2,2,97,8.2269,8.1400,2.1386,29,29
POST00003466,180,8.7167,8.8600,2.2727,18,18,9,7.0267,6.6100,3.4231,15,15,292,8.1544,8.0950,2.6865,126,126,173,7.3360,7.2400,3.2180,42,42
POST00002686,226,7.4710,7.0850,3.2894,10,10,147,8.1338,9.1200,2.8653,13,13,70,7.8922,8.4500,2.7427,73,73,191,8.5394,8.9000,3.1352,35,35
POST00001461,112,7.9954,9.0750,3.0968,24,24,229,7.5500,8.1400,3.4127,15,15,30,10.7155,10.9000,1.4748,33,33,221,9.8296,10.4850,2.4401,24,24
POST00001202,218,9.8460,9.9900,1.4826,5,5,52,8.7471,8.6150,2.4389,14,14,135,6.7740,6.9300,2.4607,117,117,149,7.6508,8.2350,2.9250,12,12
POST00001333,222,8.9585,9.6200,3.1465,13,13,282,8.2559,8.9400,2.8333,29,29,30,10.7155,10.9000,1.4748,33,33,163,7.7015,8.9600,3.2102,13,13
POST00002994,119,9.5870,10.5400,3.2593,23,23,23,9.8413,10.1400,1.3929,16,16,229,10.4674,10.7700,1.9798,35,35,162,9.2767,9.9600,2.0421,12,12
POST00003340,289,8.2700,9.0800,2.8615,13,13,250,7.4950,7.9850,3.1069,10,10,171,8.0868,8.1050,2.9729,22,22,55,9.9110,10.3850,1.5705,10,10
POST00000107,206,7.8857,8.0800,2.5223,23,23,250,7.4950,7.9850,3.1069,10,10,173,7.0037,7.2500,3.2126,551,551,199,7.1400,6.4900,3.3109,15,15
POST00001721,289,8.2700,9.0800,2.8615,13,13,157,8.5102,9.4100,3.1381,41,41,291,9.1751,9.5700,2.3178,71,71,42,8.3373,9.0400,2.0516,11,11
POST00002636,122,8.0853,8.1500,2.5878,17,17,203,9.5767,10.8250,3.6003,12,12,292,8.1544,8.0950,2.6865,126,126,238,8.1633,9.6700,4.2032,9,9
POST00002555,234,8.5823,9.2300,2.7969,26,26,157,8.5102,9.4100,3.1381,41,41,173,7.0037,7.2500,3.2126,551,551,272,8.4429,7.8900,3.1210,7,7
POST00003347,122,8.0853,8.1500,2.5878,17,17,16,8.2365,10.1500,3.4683,26,26,292,8.1544,8.0950,2.6865,126,126,155,6.6214,7.9600,2.9691,7,7
POST00002617,122,8.0853,8.1500,2.5878,17,17,235,8.5953,9.3400,3.6824,19,19,41,9.8862,10.2100,2.2754,21,21,267,10.2350,10.3200,0.9985,4,4
POST00002433,122,8.0853,8.1500,2.5878,17,17,51,7.0654,7.4300,3.4677,13,13,292,8.1544,8.0950,2.6865,126,126,113,8.2536,8.0400,2.9277,11,11
POST00003588,122,8.0853,8.1500,2.5878,17,17,203,9.5767,10.8250,3.6003,12,12,109,8.4648,9.1700,2.4852,27,27,272,8.4429,7.8900,3.1210,7,7
POST00002042,134,8.2400,8.0800,3.1462,17,17,189,8.7325,7.7900,3.1926,4,4,279,10.8562,10.9800,1.8521,29,29,236,10.7300,10.9700,2.0875,7,7
POST00003910,22,7.8715,7.9600,3.0111,13,13,235,8.5953,9.3400,3.6824,19,19,135,6.7740,6.9300,2.4607,117,117,90,7.5163,7.3000,2.8774,8,8
POST00001720,134,8.2400,8.0800,3.1462,17,17,84,10.2567,10.4600,1.7638,15,15,292,8.1544,8.0950,2.6865,126,126,135,6.6333,6.6500,2.8882,15,15
POST00002490,122,8.0853,8.1500,2.5878,17,17,24,9.4243,9.1100,2.9853,7,7,80,7.7191,7.9000,2.7339,92,92,14,8.5878,8.1800,2.7928,9,9
POST00002794,122,8.0853,8.1500,2.5878,17,17,24,9.4243,9.1100,2.9853,7,7,292,8.1544,8.0950,2.6865,126,126,293,8.6960,8.2000,2.7033,5,5
POST00000676,21,7.5170,7.0300,3.3075,27,27,235,8.5953,9.3400,3.6824,19,19,37,7.9380,8.0250,2.8431,208,208,127,8.8096,9.3600,3.1667,23,23
POST00000345,227,8.4856,8.5450,2.8417,36,36,233,7.1621,6.4750,3.1829,42,42,149,10.1367,10.1700,0.7006,3,3,103,8.5798,8.9800,2.4394,44,44
POST00002537,289,8.2700,9.0800,2.8615,13,13,250,7.4950,7.9850,3.1069,10,10,199,7.9763,7.8400,2.2405,46,46,287,8.4527,8.9350,3.0695,22,22
POST00000653,45,7.5591,8.6200,3.3326,11,11,250,7.4950,7.9850,3.1069,10,10,173,7.0037,7.2500,3.2126,551,551,60,7.1211,7.4800,3.0190,27,27
POST00000671,145,7.7004,7.6150,2.6996,26,26,178,7.8107,8.9600,2.8603,15,15,173,7.0037,7.2500,3.2126,551,551,92,9.3417,9.7150,2.7821,12,12
POST00000646,45,7.5591,8.6200,3.3326,11,11,178,7.8107,8.9600,2.8603,15,15,173,7.0037,7.2500,3.2126,551,551,148,6.0511,6.0100,3.2556,18,18
POST00002330,252,6.8633,6.8100,0.4424,3,3,50,7.6100,7.5600,2.4021,24,24,80,7.7191,7.9000,2.7339,92,92,38,7.8445,8.1600,3.0627,20,20
POST00000714,182,6.2767,6.0300,2.9898,6,6,250,7.4950,7.9850,3.1069,10,10,173,7.0037,7.2500,3.2126,551,551,6,6.1408,5.3050,3.5164,12,12
POST00000719,45,7.5591,8.6200,3.3326,11,11,178,7.8107,8.9600,2.8603,15,15,173,7.0037,7.2500,3.2126,551,551,3,6.2167,5.6300,3.2282,24,24
POST00002873,289,8.2700,9.0800,2.8615,13,13,250,7.4950,7.9850,3.1069,10,10,70,7.8922,8.4500,2.7427,73,73,150,7.2300,7.2300,2.2345,2,2
POST00002804,289,8.2700,9.0800,2.8615,13,13,31,9.3300,9.8200,2.6742,8,8,32,8.5188,8.8200,2.2161,51,51,150,7.2300,7.2300,2.2345,2,2
POST00002785,227,8.4856,8.5450,2.8417,36,36,210,6.3855,6.4500,2.5190,11,11,158,7.9362,8.0950,2.6864,42,42,121,8.9357,9.4300,3.4268,14,14
POST00001550,21,7.5170,7.0300,3.3075,27,27,71,8.0353,8.3850,2.7736,38,38,32,8.5188,8.8200,2.2161,51,51,287,8.4527,8.9350,3.0695,22,22
POST00002157,39,6.8407,6.0800,2.6378,15,15,155,7.4900,7.2350,2.3649,34,34,225,8.4307,8.6250,2.1040,28,28,121,8.9357,9.4300,3.4268,14,14
POST00000099,144,9.6577,10.8200,3.1420,13,13,195,9.7329,10.4100,2.0213,17,17,32,8.5188,8.8200,2.2161,51,51,22,7.7262,7.4700,2.5040,47,47
POST00001218,200,8.9670,9.6700,2.4504,30,30,138,9.6800,9.6800,0.0000,1,1,53,7.1493,6.6300,3.0212,56,56,38,7.8445,8.1600,3.0627,20,20
POST00003160,298,8.8500,8.6550,2.1608,24,24,34,8.8973,8.8500,2.1939,11,11,9,6.0633,7.3900,3.4094,3,3,221,9.8296,10.4850,2.4401,24,24
POST00000516,246,7.4877,7.1700,1.5505,13,13,225,9.3393,10.3000,2.9534,15,15,275,7.4142,7.4800,2.8610,59,59,22,7.7262,7.4700,2.5040,47,47
POST00002046,126,9.9580,10.0000,2.3576,15,15,225,9.3393,10.3000,2.9534,15,15,257,9.9573,10.2600,2.2555,22,22,97,8.2269,8.1400,2.1386,29,29
POST00001822,126,9.9580,10.0000,2.3576,15,15,225,9.3393,10.3000,2.9534,15,15,257,9.9573,10.2600,2.2555,22,22,66,9.2224,9.0850,2.1508,38,38
POST00003751,246,7.4877,7.1700,1.5505,13,13,155,7.4900,7.2350,2.3649,34,34,173,7.0037,7.2500,3.2126,551,551,273,8.6943,9.8200,3.3152,7,7
POST00001872,246,7.4877,7.1700,1.5505,13,13,155,7.4900,7.2350,2.3649,34,34,135,6.7740,6.9300,2.4607,117,117,165,7.2382,7.2000,3.1598,22,22
POST00001514,246,7.4877,7.1700,1.5505,13,13,155,7.4900,7.2350,2.3649,34,34,37,7.9380,8.0250,2.8431,208,208,176,8.1603,8.7500,2.8496,33,33
POST00003138,92,9.0150,9.8550,2.3181,12,12,155,7.4900,7.2350,2.3649,34,34,240,7.4738,7.4900,2.9720,177,177,153,6.1259,5.8300,2.4435,17,17
POST00002172,246,7.4877,7.1700,1.5505,13,13,155,7.4900,7.2350,2.3649,34,34,263,8.3815,8.5300,2.6818,41,41,232,8.0850,8.2600,3.0233,30,30
POST00001226,206,7.8857,8.0800,2.5223,23,23,267,7.2057,6.6800,3.0643,21,21,173,7.0037,7.2500,3.2126,551,551,199,7.1400,6.4900,3.3109,15,15
POST00003471,200,8.9670,9.6700,2.4504,30,30,267,7.2057,6.6800,3.0643,21,21,276,8.2540,9.1700,2.4602,5,5,19,8.5625,8.7900,2.6544,32,32
POST00000508,217,7.9718,8.5900,3.1656,11,11,225,9.3393,10.3000,2.9534,15,15,196,8.0979,8.7850,2.7009,14,14,207,7.9282,8.2750,2.6668,28,28
POST00002106,92,9.0150,9.8550,2.3181,12,12,155,7.4900,7.2350,2.3649,34,34,114,9.0331,9.8000,2.2016,16,16,98,8.6660,9.9750,3.0256,10,10
POST00003265,246,7.4877,7.1700,1.5505,13,13,155,7.4900,7.2350,2.3649,34,34,173,7.0037,7.2500,3.2126,551,551,232,8.0850,8.2600,3.0233,30,30
POST00002962,246,7.4877,7.1700,1.5505,13,13,16,8.2365,10.1500,3.4683,26,26,199,7.9763,7.8400,2.2405,46,46,236,10.7300,10.9700,2.0875,7,7
POST00002462,145,7.7004,7.6150,2.6996,26,26,155,7.4900,7.2350,2.3649,34,34,63,8.2053,8.3000,2.4422,19,19,60,7.1211,7.4800,3.0190,27,27
POST00001508,272,7.8222,7.8800,2.7742,9,9,225,9.3393,10.3000,2.9534,15,15,199,7.9763,7.8400,2.2405,46,46,169,8.4896,8.7050,2.4051,24,24
POST00002353,217,7.9718,8.5900,3.1656,11,11,225,9.3393,10.3000,2.9534,15,15,80,7.7191,7.9000,2.7339,92,92,247,9.5757,10.0400,2.5539,21,21
POST00000807,56,7.0229,7.0700,2.9034,24,24,233,7.1621,6.4750,3.1829,42,42,199,7.9763,7.8400,2.2405,46,46,66,9.2224,9.0850,2.1508,38,38
POST00001420,56,7.0229,7.0700,2.9034,24,24,249,8.3829,8.1100,2.0605,21,21,249,9.3200,8.9800,2.4687,7,7,63,8.5790,9.1100,2.1078,29,29
POST00001566,56,7.0229,7.0700,2.9034,24,24,259,8.6889,9.7800,2.8736,19,19,196,8.0979,8.7850,2.7009,14,14,19,8.5625,8.7900,2.6544,32,32
POST00001167,56,7.0229,7.0700,2.9034,24,24,113,8.3407,8.3500,2.1161,15,15,22,8.9594,9.5200,2.6105,68,68,266,8.7018,9.0350,2.4003,22,22
POST00001769,56,7.0229,7.0700,2.9034,24,24,113,8.3407,8.3500,2.1161,15,15,152,7.9479,7.9550,2.2186,66,66,63,8.5790,9.1100,2.1078,29,29
POST00002512,56,7.0229,7.0700,2.9034,24,24,259,8.6889,9.7800,2.8736,19,19,139,10.4187,11.5500,2.4494,15,15,206,8.0260,8.2850,2.4078,20,20
POST00001449,56,7.0229,7.0700,2.9034,24,24,113,8.3407,8.3500,2.1161,15,15,37,7.9380,8.0250,2.8431,208,208,123,9.3179,10.0200,2.7701,28,28
POST00002831,56,7.0229,7.0700,2.9034,24,24,113,8.3407,8.3500,2.1161,15,15,292,8.1544,8.0950,2.6865,126,126,192,7.6987,7.8700,2.6693,30,30
